,word,candidates
650,තත්වයන්,['තත්වය']
651,ගෙවූ,['ගෙව']
652,විහාරස්ථානයේ,['විහාරස්ථාන']
653,පර්ෂදය,['පර්ෂද']
654,මුදලකට,"['මුලකට', ' මුදලට', ' මුදලක']"
655,කුමාරසිංහ,['මාරසිංහ']
656,විසඳීමට,"['විඳීමට', ' විසදීමට', ' විසඳීම']"
657,බණ්ඩාර,"['බණ්ඩා', ' බන්ඩාර']"
658,ගැන්වීම්,['ගැන්වී']
659,සඟරාවක්,['සඟරාව']
660,විකුණන,['විකුණ']
661,නිලධාරියෙකු,['නිලධාරියකු']
662,ශික්ෂණ,['ක්ෂණ']
663,ආකල්පය,"['කල්පය', ' ආකල්ප']"
664,කිරිඇල්ල,['කිරිල්ල']
665,මොහොතක,['මොහොත']
666,රෙගුලාසිවලට,['රෙගුලාසිවල']
667,හිලව්,"['හිල', ' ලව්']"
668,කරන්නෙමු,"['කරන්නෙ', ' කන්නෙමු']"
669,උපයෝගිතා,['උපයෝගි']
670,විහරණය,"['හරණය', ' විහරණ']"
671,විමසීමට,['විමසීම']
672,ලේකම්වරුන්,['ලේකම්වරු']
673,ජනාධිපතිවරණයේ,['ජනාධිපතිවරණ']
674,නියෝජිතයන්ට,['නියෝජිතයන්']
675,සංවිධානවලට,['සංවිධානවල']
676,පරිවර්තකයන්,['පරිවර්තකය']
677,නංවමින්,"['නවමින්', ' නංවමි']"
678,ඇතැම්,"['ඇම්', ' ඇතැ']"
679,කරගන්නා,['කරන්නා']
680,පිළිවෙලින්,"['පිළිවලින්', ' පිළිවෙළින්']"
681,සහභාගිත්වය,['සහභාගිත්ව']
682,හැසිරවීමට,"['හැසිරවීම', ' හැරවීමට']"
683,යෙදීම,['යෙදී']
684,බැලීමෙන්,"['ලීමෙන්', ' බැලීමෙ']"
685,නොවේ,"['නො', ' නවේ']"
686,දෙක,['දෙ']
687,කිලිනොච්චිය,['කිලිනොච්චි']
688,ඇස්තමේන්තුව,['ඇස්තමේන්තු']
689,ඉටුවන,['ඉටුව']
690,නොපමාව,['නොපමා']
691,ගැළපීම්,['ගැළපී']
692,දැනුවත්ව,['දැනුත්']
693,පැවරීම්,['පැවරී']
694,දෝෂය,['දෝෂ']
695,සැමරීම,"['සැමරීම', ' සැරී']"
696,පැවැත්වීය,['පැවැත්වී']
697,නැගෙන,"['නැඟෙන', ' ගෙන']"
698,සංසන්දනය,['සංසන්දන']
699,ඇතුව,['ඇතු']
700,මාසවල,['සවල']
701,නරඹන්නන්ගේ,['නරඹන්නන්']
702,හිටපු,['හිට']
703,අත්හැරීම්,['අත්හැරී']
704,සුසාන,['සාන']
705,කාණ්ඩයේ,['කාණ්ඩ']
706,කාණ්ඩය,['කාණ්ඩ']
707,පිරිනැමීමට,['පිරිනැමීම']
708,විපර්යාසවලට,['විපර්යාසවල']
709,ගැටලුවලට,['ගැටවලට']
710,ජනාධිපතිවරණය,"['ජනාධිපතිවරණ', ' ජනාධිපතිවරය']"
711,මැතිවරණය,"['මැතිවරණ', ' මැතිවරනය']"
712,බලපාන්නේ,['බලන්නේ']
713,වේගයෙන්,"['වේගෙන්', ' වේගයෙ']"
714,කඩවත්,"['කඩත්', ' කවත්', ' කඩව']"
715,කරන්දෙණිය,"['කරන්දෙනිය', ' රන්දෙණිය']"
716,පරීක්ෂාවේ,['පරීක්ෂා']
717,මෙවැනි,['මෙනි']
718,සන්ඩේ,['සන්']
719,පාරිභෝගිකයන්,['පාරිභෝගිකය']
720,මායිම්,['මායි']
721,එමනිසා,"['එනිසාම', ' එනිසා']"
722,ගෙට,"['ගට', ' ගෙ']"
723,නාමලේඛනයේ,['නාමලේඛන']
724,වැඩිහිටියන්,['වැඩිහිටිය']
725,දෙනියාය,"['දෙනිය', ' දෙණියාය']"
726,භාණ්ඩාගාරය,['භාණ්ඩාගාර']
727,කාර්තු,['කාර්']
728,නංවන,"['නවන', ' නංවන']"
729,පැවැතිය,"['පැවැති', ' පැතිය']"
730,කුලියක්,"['කුලිය', ' ලියක්']"
731,තාක්ෂණයෙන්,"['ක්ෂණයෙන්', ' තාක්ෂණයෙ']"
732,ගොවීන්ට,['ගොවීන්']
733,අරවින්ද,['රවින්ද']
734,සීමාවන්,"['මාවන්', ' සීමාව']"
735,පැමිණිල්ලක්,['පැමිණිල්ල']
736,සාකච්ඡාවක්,['සාකච්ඡාව']
737,පළාතෙහි,"['පළාතෙ', ' පතෙහි']"
738,සැපයුම,['සැපම']
739,නොමිලේ,"['නොමිළේ', ' නොමි']"
740,දෙපාර්තමේන්තුවලට,"['දෙපාර්තමේන්තුවල', ' දෙපාර්තමේන්තුවට']"
741,පිරීමට,['පිරීම']
742,දෙහිවල,['දෙවල']
743,සම්පත්වලට,['සම්පත්වල']
744,ධාරිතාව,['ධාරිතා']
745,ජීවත්ව,"['ජීවත්ව', ' ජීත්']"
746,පියාට,"['පිට', ' යාට', ' පියා']"
747,යැපෙන්නන්,['යැපෙන']
748,පිරිවැයකට,['පිරිවැයට']
749,යෙන්,['යන්']
750,කාලයකට,"['කාලකට', ' කාලයක']"
751,පිවිසුම්,"['පිසුම්', ' විසුම්']"
752,සම්මානය,"['සමානය', ' සම්මාන']"
753,සාකච්ඡාවට,['සාකච්ඡාව']
754,අපහසුතාවට,['අපහසුතාව']
755,දෙමාපියන්ට,['දෙමාපියන්']
756,දරුවන්ගෙන්,"['රුවන්ගෙන්', ' දරුවගෙ']"
757,බැලීම්,['බැලී']
758,ගෙවීමෙන්,['ගෙවීමෙ']
759,බැංකුවෙන්,['බැංකුවෙ']
760,අඩවියේ,"['අවියේ', ' අඩවි']"
761,මූලස්ථානයේ,['මූලස්ථාන']
762,පියතිස්ස,['පියස්ස']
763,උනන්දුවක්,['උනන්දුව']
764,පාර්ශ්වවලට,['පාර්ශ්වවල']
765,විශේෂයෙන්,"['ශේෂයෙන්', ' විශේෂෙන්', ' විෂයෙන්']"
766,මිලකට,"['මිලට', ' මිලක']"
767,වීමෙන්,['මෙන්']
768,ගැනීමකට,"['ගැනීමට', ' ගැනීමක']"
769,හොඳින්,"['හොදින්', ' හඳින්']"
770,පසෙහි,['පසෙ']
771,බලපෑමක්,['බලපෑම']
772,කුමාරි,['මාරි']
773,වෙනුවට,['වෙනුව']
774,ගෙවනු,['ගෙව']
775,කැඳවීමට,"['කැඳවීම', ' කැවීමට']"
776,මැරීම,['රීම']
777,බලකායේ,"['බළකායේ', ' බලයේ', ' බලකා']"
778,පත්වූ,['පත්ව']
779,පිටුව,['පිටු']
780,පිටිවහලක්,['පිටිවහල']
781,කෙසේද,['කෙසේ']
782,බෙහෙත්,['බහත්']
783,දායකත්ව,"['දායකත්', ' දායකව']"
784,ආරක්ෂාව,"['රක්ෂාව', ' ආරක්ෂා']"
785,හේතුව,['හේතු']
786,සංවර්ධනයක්,['සංවර්ධනය']
787,සෑදීම,"['දීම', ' සෑදී', ' සෑම']"
788,ශූරතාව,['ශූරතා']
789,ගුණසේකර,['ගුණකර']
790,දොම්පේ,"['දම්පේ', ' දොම්']"
791,පැනීම්,['පැනී']
792,දෙපාර්තමේන්තුවෙහි,['දෙපාර්තමේන්තුවෙ']
793,සීදූව,['දූව']
794,රීතිවලට,['රීතිවල']
795,නිල්වලා,['නිවලා']
796,අනුකූලතාව,"['අනුකූලතා', ' අනුකූලව']"
797,වාර්තාකරණ,"['වාර්තාකර', ' වාර්තාකරන']"
798,ඇමුණුම්,['ඇමුණු']
799,බලන්න,"['ලන්න', ' බලන', ' ලබන්න']"
800,විත්තිය,['විත්ති']
801,හයක්,"['හක්', ' යක්', ' හය']"
802,නියෝග,"['යෝග', ' ගෝනිය']"
803,රේණුකා,"['රේනුකා', ' රේණු']"
804,කොමසාරිස්වරයාගේ,['කොමසාරිස්වරයා']
805,පිරිත්,"['පිත්', ' පිරි']"
806,වසන්ත,"['වන්ත', ' වසන්']"
807,පොළොන්නරුව,"['පොලොන්නරුව', ' පොළොන්නරු']"
808,නාමලේඛනයට,['නාමලේඛනය']
809,උපලේඛනය,['උපලේඛන']
810,කිරීමක්,['කිරීම']
811,නඩත්තුව,['නඩත්තු']
812,හැකිවනු,['හැකිව']
813,ගිණුමෙහි,['ගිණුමෙ']
814,ගැනෙන,"['ගැනෙන', ' නෙන']"
815,කැටුව,['කැව']
816,ආරක්ෂණය,"['ආරක්ෂණ', ' රක්ෂණය']"
817,ඇඳන්,"['ඇඳ', ' ඇන්', ' ඇදන්']"
818,සංකීර්ණයක්,['සංකීර්ණය']
819,විශාලතම,['විශාලම']
820,මාරුවීම්,['මාරුවී']
821,ජෙනරාල්ගේ,['ජෙනරාල්']
822,පැවරීය,['පැවරී']
823,ලේකම්වරුන්ගේ,['ලේකම්වරුන්']
824,දිළිඳුකම,['දිළිඳුම']
825,ශක්තිය,['ශක්ති']
826,නාස්තිය,['නාස්ති']
827,දූෂණය,['දූෂණ']
828,වැළැක්වීමට,"['වැලැක්වීමට', ' වැළැක්වීම']"
829,ලාභයෙන්,"['භයෙන්', ' ලාබයෙන්']"
830,සභාපතිවරයාගේ,['සභාපතිවරයා']
831,නොලැබූ,['නොලැබ']
832,කොමිසමට,['කොමිසම']
833,කොමසාරිස්වරයාට,['කොමසාරිස්වරයා']
834,සිහිපත්,['සිපත්']
835,ආදර්ශ,['දර්ශ']
836,දෙකම,['දෙක']
837,පිළියමක්,['පිළියම']
838,ගණිතය,['ගණිත']
839,සේවකයන්ට,"['සේවකයට', ' සේවකයන්']"
840,එළඹීම,['එළඹී']
841,අයවිය,"['අයවිය', ' අවි']"
842,පැමිණ,"['පැමින', ' මිණ']"
843,බෙදී,"['බෙ', ' බදී']"
844,සුරැකුම්,['රැකුම්']
845,නොගන්නා,['නගන්නා']
846,තමිල්,"['මිල්', ' තල්']"
847,භාරයේ,"['භාර', ' බාරයේ']"
848,තීරුවේ,"['තීරු', ' රුවේ']"
849,මායිම,"['මාම', ' මාමයි']"
850,තිබෙන,['බෙන']
851,මුල්ලේරියාව,['මුල්ලේරියා']
852,ගොඩකවෙල,['ගොඩවෙල']
853,විදුලිබලය,['විදුලිබල']
854,සපයමින්,"['සපමින්', ' සපයමි']"
855,ගනුදෙනුව,['ගනුදෙනු']
856,නිරීක්ෂණයට,['නිරීක්ෂණය']
857,වෙතොත්,['වෙතත්']
858,ජනාධිපතිතුමාගේ,['ජනාධිපතිතුමා']
859,වර්ෂාපතනය,['වර්ෂාපතන']
860,ඇඟිල්ලක්,"['ඇඟිල්ල', ' ඇල්ලක්']"
861,විමසීම්,['විමසී']
862,අතුරුගිරියේ,['අතුරුගිරි']
863,රැහැන,['හැන']
